Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2019
Arab World,ARB,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,3.89713846172831,3.85288109546655,3.76883539165158,3.90615984865795,3.50212106940054,3.17783501490533,3.32872407630082,3.40801819769254,3.59885836068007,3.84764748154938,3.04656466797894,3.09494200712508,3.5225731775749,4.19071279307455,4.32267367281417,4.67982878270003,4.28858691992375,4.47507062310866,4.41150619336626,4.60714002850052,4.59893102699581,4.37368965184837,4.71861002162861,4.95250300995957,5.00148999359727,4.70098384599543,4.36877261245685,4.17282566538749,5.17934189427578,5.1796268014627,5.20916525556862,5.19504699322483,5.10509853740278,5.14542275969503,5.04922209918977,5.08067993207135,4.85346779625583,4.77867107261669,4.81408587192927,4.82461659317624,4.84381665444018,4.96623241558993,4.92228615238383,4.92607258962924,4.96001961790925,4.95144214463994,4.98383924338279,5.04027265063123,5.0765101258718,5.22604859620326,
Arab World,ARB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.811518608698,117.088829168806,116.421657904345,113.3147947892,124.084016685224,137.945954974245,158.918697622518,186.140625844351,217.181002421391,240.726498710521,245.61112344793,283.216092767765,306.166782684661,340.070541011011,367.349266422623,350.125407010675,348.060666539955,391.371034454971,392.551396957434,,
Arab World,ARB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6851.92759090355,7419.41125949477,7821.20143644544,8018.05826243803,8212.07170344383,8346.02871046232,8682.87358494161,8997.16460797649,9400.64733051796,9523.45775915847,10043.7045853721,10209.7958134118,10200.9080982405,10660.667974319,11687.0683425983,12445.0590435191,13293.1328707845,13918.9352881997,14661.3781899372,14527.2618871307,15033.1685207891,15512.9315797058,16552.8429159962,16510.0218285662,16219.8001755189,14618.6178012172,14025.8309261325,14562.3319574677,14985.3158359547,15256.3389958135,
Caribbean small states,CSS,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,3.2200887278027,3.23410957635777,3.42011642274569,3.52036959397466,3.76742676752856,3.94158096355426,4.17127628378121,4.47174211476406,4.43423933963934,4.3125511413266,4.36206603912588,4.84918323107579,5.36156607704844,5.44655360769884,5.4071747884672,5.40448446008526,5.09217794818982,4.98208238872987,4.86751979745148,4.63256994363172,4.39770330998666,4.26847534120194,4.26739092282302,4.14045384691857,4.32021486679276,4.09168898192374,4.18685844211427,4.35823631461416,4.54060128619616,4.38683264429965,4.21715988597061,4.30489543944873,4.40227221116063,3.95195040578863,3.8109786227246,3.96834246673797,3.87064946554989,3.75617657901331,3.97373545067186,4.09198758112051,4.1323970512723,4.16398740736998,4.09654509442408,4.067640758319,4.04270242952678,3.89476191173942,3.87593352862951,3.8112727747183,3.8657417571604,3.80343283628851,
Caribbean small states,CSS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.315730784821,249.085264604142,267.461758151052,273.626088645806,312.718499661009,345.807913563063,370.470280927234,429.251309548056,472.938936380095,460.245333080464,485.84130959612,506.38582249845,517.859726606786,535.499458697572,545.771013019577,569.963841274863,567.913190964623,610.205642007467,621.245733369024,,
Caribbean small states,CSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6147.28078798171,6441.45223032776,6737.86054895192,7059.94263261645,7350.77721235905,7656.06520908337,8006.27144329738,8347.23162877934,8614.6925166629,9033.79012298703,9507.42411200517,9862.85059572429,10331.8943326591,11120.7745308972,11828.5658353326,12550.7463451513,13782.0692595049,14556.3196493684,14971.9124772384,14471.192506362,14764.6866212983,15147.356271571,15109.9009394534,15355.1185716316,15465.2256562705,15130.9816933014,15045.6561406732,15612.302436407,16165.5658322737,16550.8590926581,
Central Europe and the Baltics,CEB,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,,,,,,,,,,,3.4,3.8,3.6,3.6,3.7,3.8,4,3.9,3.8,3.03400777006078,4.31113568992743,3.80317501922226,3.90987371602026,4.24051946745001,4.80817346833312,4.19575074040843,4.90660771543759,5.02175654715448,4.14853841359757,4.06482665967677,4.2202837112562,4.39400705100286,4.46676299667343,4.60798231820652,4.52376399733868,4.52331203844482,4.43849468499425,4.24570238694916,4.33641592958619,4.47048910380654,4.38422616169742,4.25552729828352,4.26176950134989,4.20975954041769,4.16562453036853,4.39463258273364,4.32812760687394,3.97941796907723,3.97619565329851,3.97346299743375,
Central Europe and the Baltics,CEB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.140526961712,252.175946610551,298.232475807809,372.941280917241,446.736799260728,522.503619439011,580.023553088371,729.292100782913,927.154194364806,842.035038601641,855.053471106667,906.674413330631,850.648139047474,914.354088641809,930.56237416085,812.044377097288,844.810436995064,932.984627829925,1054.65445347421,,
Central Europe and the Baltics,CEB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7096.92815209893,6652.73913692897,6685.1901122254,6956.41792369225,7393.54981873813,7974.5306256413,8378.73176252848,8700.29814953979,9093.74627689026,9393.39857868219,10015.5079515341,10798.8292561136,11625.2762029798,12322.1776677623,13463.2566786496,14302.1330397957,15889.6369511771,17726.5085607892,19660.9934142645,19701.2711874592,20801.9915823116,22181.3957873302,22962.7775708133,23954.0431938385,24969.9252923895,26121.9602561649,27858.0574631239,29880.0104765081,31908.2238421542,34113.5718140094,
